state,code,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment
TN,00352900,University Of Tennessee - Chattanooga,Tennessee,9513779,15131381,26509000,51154160,0
PA,00337800,University Of Pennsylvania,Pennsylvania,9907683,14600409,26364000,50872092,14649762000
TN,01043900,Southwest Tennessee Community College,Tennessee,7298437,15887215,27671000,50856652,0
CA,00120800,Grossmont College,California,7141562,15800280,27833000,50774842,0
TX,00364600,Texas Woman'S University,Texas,8683388,15250810,26807000,50741198,79577000
FL,00153300,Tallahassee Community College,Florida,7763584,15548981,27210000,50522565,0
FL,00151900,Santa Fe College,Florida,7859449,15471315,27163000,50493764,0
CA,00128400,Santa Ana College,California,5594396,16096029,28797000,50487425,0
CA,00119300,Cypress College,California,7147934,15639532,27506000,50293466,0
TX,00358200,Laredo College,Texas,8926222,15039999,26316000,50282221,0
KS,00195000,Wichita State University,Kansas,8786465,14991432,26317000,50094897,276142000
CT,00137800,Central Connecticut State University,Connecticut,9009014,14879577,26085000,49973591,0
CA,00121400,Imperial Valley College,California,4995150,16249873,28275000,49520023,0
TX,03372300,Northwest Vista College,Texas,6926619,15424223,27149000,49499842,0
WV,00381500,Marshall University,West Virginia,9003939,14679980,25792000,49475919,140181000
MN,00236000,"Minnesota State University, Mankato",Minnesota,9088962,14617272,25760000,49466234,0
NC,00298100,Western Carolina University,North Carolina,8893407,14719306,25761000,49373713,88701000
AL,00100200,Alabama Agricultural & Mechanical University,Alabama,9121201,14519790,25215000,48855991,0
TX,00364800,Tyler Junior College,Texas,7395647,15043429,26340000,48779076,0
NJ,00261500,Middlesex County College,New Jersey,7378634,14976713,26245000,48600347,0
MS,00241700,Mississippi Gulf Coast Community College,Mississippi,7880280,14832095,25873000,48585375,0
SC,00399300,Midlands Technical College,South Carolina,7332783,15009166,26197000,48538949,9289000
NJ,00710700,Essex County College,New Jersey,7752662,14868024,25891000,48511686,0
MA,00218300,Bridgewater State University,Massachusetts,8833662,14374448,25299000,48507110,0
MD,00208300,Morgan State University,Maryland,9263592,14278129,24877000,48418721,0
NC,00295000,North Carolina Central University,North Carolina,8932233,14295567,24908000,48135800,0
MA,00215500,Harvard University,Massachusetts,8655748,13992069,25453000,48100817,39427896000
NY,00288100,Suny Westchester Community College,New York,7195672,14856758,25985000,48037430,0
NY,01068400,Erie Community College,New York,7995845,14464959,25390000,47850804,0
NJ,00264300,Union County College,New Jersey,7393008,14722903,25706000,47821911,0
CA,00116600,Citrus College,California,7429415,14643671,25731000,47804086,0
CA,03980300,California State University Channel Islands,California,8580009,14288099,24872000,47740108,16050000
DC,00144400,George Washington University,District of Columbia,9118529,13793324,24768000,47679853,1778559000
PR,00502800,Inter American University Of Puerto Rico - Bayamon Campus,Puerto Rico,8889905,14186459,24560000,47636364,0
CA,00115600,Sonoma State University,California,9093447,13980795,24453000,47527242,52281000
VA,00373200,Radford University,Virginia,9092203,14055735,24359000,47506938,56080000
MI,00226700,Grand Rapids Community College,Michigan,6806171,14722172,25851000,47379343,0
NJ,00261300,New Jersey City University,New Jersey,8337070,14225979,24790000,47353049,0
CA,00122800,Los Angeles Valley College,California,6154624,14883877,26161000,47199501,0
CO,00450900,University Of Colorado Colorado Springs,Colorado,7925645,14140787,24876000,46942432,0
CA,00118200,College Of The Desert,California,7061346,14500076,25357000,46918422,0
MD,00208900,Prince George'S Community College,Maryland,6421788,14714347,25763000,46899135,0
IL,00175800,Southern Illinois University At Carbondale,Illinois,8866635,13756851,24136000,46759486,0
CA,00448000,De Anza Community College,California,7235258,14159017,25192000,46586275,0
FL,00147900,Embry-Riddle Aeronautical University,Florida,6845716,14390767,25327000,46563483,161405000
CA,00890300,College Of The Canyons,California,6326734,14427200,25722000,46475934,0
IL,00769200,Moraine Valley Community College,Illinois,6465543,14452872,25493000,46411415,0
CA,00807300,Butte College,California,7281962,14144568,24730000,46156530,0
NJ,00262100,New Jersey Institute Of Technology,New Jersey,8110969,13798201,24200000,46109170,129455000
CA,00127200,San Bernardino Valley College,California,6732563,14257809,25044000,46034372,0
PR,04254200,Inter American University Of Puerto Rico San Germán Campus,Puerto Rico,8830671,13593393,23554000,45978064,0
TN,00352300,Tennessee Technological University,Tennessee,8713463,13533046,23687000,45933509,0
KY,00927500,Northern Kentucky University,Kentucky,7998963,13713911,24131000,45843874,105501000
CT,00140600,Southern Connecticut State University,Connecticut,8390168,13594612,23804000,45788780,30520000
MS,00241000,Jackson State University,Mississippi,8446248,13577858,23631000,45655106,0
PR,00394000,Inter American University Of Puerto Rico - Metropolitan Campus,Puerto Rico,7548666,13899227,24198000,45645893,0
NY,00475900,Cuny York College,New York,7205414,14007349,24431000,45643763,0
MN,00237700,St. Cloud State University,Minnesota,7821764,13652272,24024000,45498036,0
CA,00119100,Diablo Valley College,California,6679277,13947135,24804000,45430412,0
CA,03260300,"California State University, Monterey Bay",California,8459727,13455716,23461000,45376443,0
CA,00112500,California Baptist University,California,7913118,13577444,23756000,45246562,65618000
FL,01065200,Pasco - Hernando State College,Florida,6574907,13965491,24418000,44958398,0
WI,00392600,University Of Wisconsin - Whitewater,Wisconsin,8169773,12907818,23878000,44955591,0
LA,03730300,Baton Rouge Community College,Louisiana,6420025,14020032,24419000,44859057,0
WA,00377100,Central Washington University,Washington,7695384,13588432,23572000,44855816,0
CA,00127500,San Diego Mesa College,California,5911519,13992119,24888000,44791638,0
CA,00123700,Merced Community College,California,6536491,13763999,24120000,44420490,0
NY,01009700,Cuny Medgar Evers College,New York,7109437,13615664,23689000,44414101,0
SC,00399100,Greenville Technical College,South Carolina,6663667,13723584,23994000,44381251,0
NY,00279100,Pace University,New York,8562106,12938858,22868000,44368964,193049000
IL,00173900,Northwestern University,Illinois,8521175,12775920,22993000,44290095,11091516000
SC,00492000,Trident Technical College,South Carolina,6568275,13700146,24010000,44278421,0
IA,00407600,Kirkwood Community College,Iowa,6336610,13718324,24116000,44170934,0
GA,02141500,Savannah College Of Art And Design,Georgia,8209651,12972158,22938000,44119809,0
DC,00144800,Howard University,District of Columbia,8723244,12747281,22324000,43794525,692832000
PR,00393900,Inter American University Of Puerto Rico - Aguadilla Campus,Puerto Rico,8125496,12904606,22341000,43371102,0
CA,00122700,Los Angeles Trade-Technical College,California,5124229,13850786,24378000,43353015,0
IN,00458600,Purdue University Global,Indiana,816781,15423168,27103000,43342949,0
IL,00178000,Western Illinois University,Illinois,7997093,12857820,22455000,43309913,0
ID,00162000,Idaho State University,Idaho,7097839,13094512,23001000,43193351,0
CA,00753600,Cosumnes River College,California,5574947,13570233,23910000,43055180,0
FL,00151400,Polk State College,Florida,6116050,13292541,23258000,42666591,0
NY,00284800,Suny College At Oswego,New York,7244716,12886557,22508000,42639273,0
TX,00358100,Lamar University,Texas,7048774,12878096,22641000,42567870,26222000
MO,00251800,University Of Missouri - Kansas City,Missouri,7062723,12791149,22638000,42491872,0
CO,00134900,University Of Northern Colorado,Colorado,7650214,12601749,22205000,42456963,89775000
NC,00764000,Fayetteville Technical Community College,North Carolina,5913774,13276771,23217000,42407545,0
CA,00128700,Santa Rosa Junior College,California,5942841,13114035,23333000,42389876,0
AR,00108900,Arkansas Tech University,Arkansas,7098986,12806406,22408000,42313392,0
NY,01014200,Touro College,New York,7558879,12565306,22146000,42270185,0
TX,00356500,Texas A&M University - Commerce,Texas,7193156,12743661,22316000,42252817,0
NY,00277200,Mercy College,New York,7046720,12742981,22286000,42075701,255751000
NY,00284100,Suny College At Brockport,New York,7750148,12461885,21778000,41990033,0
MT,00253600,University Of Montana (The),Montana,7652275,12405952,21796000,41854227,0
NY,00272200,Fordham University,New York,8147184,12071949,21532000,41751133,733516000
ME,00205300,University Of Maine,Maine,7603694,12814741,21233000,41651435,227085000
CA,00122300,Los Angeles City College,California,5197272,13476393,22846000,41519665,0
PA,00719100,Northampton County Area Community College,Pennsylvania,6039116,12847473,22454000,41340589,57014000
PA,00331500,Bloomsburg University Of Pennsylvania,Pennsylvania,7906785,12137403,21259000,41303188,0
CA,00123900,Miracosta College,California,5511006,12933970,22777000,41221976,0
PR,00502900,Inter American University Of Puerto Rico - Ponce Campus,Puerto Rico,7526308,12302765,21324000,41153073,0
FL,00153600,University Of Miami,Florida,8139089,11829536,21171000,41139625,0
NY,00285800,State University Of New York At Farmingdale,New York,6154318,12645901,22339000,41139219,0
NJ,00686500,Camden County College,New Jersey,5784112,12826935,22495000,41106047,0
NJ,00840400,Brookdale Community College,New Jersey,6334411,12582654,22163000,41080065,0
LA,00200600,Grambling State University,Louisiana,7010388,12427854,21600000,41038242,0
GA,00157100,Georgia Military College,Georgia,5998679,12723116,22285000,41006795,0
IA,00189000,University Of Northern Iowa,Iowa,7618737,12078044,21259000,40955781,129019000
NY,00275100,Long Island University,New York,7007826,12239114,21670000,40916940,238973000
FL,00395500,University Of West Florida (The),Florida,6801388,12369966,21717000,40888354,0
FL,00151300,Pensacola State College,Florida,6004939,12679127,22177000,40861066,0
RI,00340700,Rhode Island College,Rhode Island,7443916,12110287,21159000,40713203,0
ND,00299700,North Dakota State University - Fargo,North Dakota,7728326,11906777,21024000,40659103,0
TX,00363900,Texas A&M University - Kingsville,Texas,7087427,12173235,21281000,40541662,0
OR,00321800,Chemeketa Community College,Oregon,5750738,12612572,22114000,40477310,0
SC,00342800,College Of Charleston,South Carolina,7642022,11866554,20905000,40413576,100136000
CO,00135800,Colorado Mesa University,Colorado,7068379,12116155,21213000,40397534,34875000
IL,00396100,Harper College,Illinois,5526516,12582067,22281000,40389583,25382000
KY,00696100,Jefferson Community And Technical College,Kentucky,5179693,12800342,22392000,40372035,0
MI,00232600,University Of Michigan - Dearborn,Michigan,6989129,12130348,21231000,40350477,0
MO,00245400,University Of Central Missouri,Missouri,6908319,12074346,21271000,40253665,0
WI,00400700,Madison Area Technical College,Wisconsin,5500069,12510691,22095000,40105760,0
NJ,00690100,Rowan College Of South Jersey,New Jersey,6557641,12793980,20637000,39988621,0
WI,00392000,University Of Wisconsin - Oshkosh,Wisconsin,6207761,11441915,22157000,39806676,0
PA,00711000,Delaware County Community College,Pennsylvania,5360154,12387247,22039000,39786401,0
OK,01039100,Oklahoma City Community College,Oklahoma,5566700,12328985,21760000,39655685,0
MO,00251900,University Of Missouri - Saint Louis,Missouri,5830225,12190644,21566000,39586869,0
IL,00169900,Joliet Junior College,Illinois,5497625,12291882,21773000,39562507,0
UT,00367100,Dixie State University,Utah,6176699,12124489,21246000,39547188,0
ID,00162600,University Of Idaho,Idaho,6905295,11786287,20753000,39444582,291868000
GA,02288400,Gwinnett Technical College,Georgia,5336576,12417270,21682000,39435846,0
GA,00156400,Emory University,Georgia,7974341,11277994,20158000,39410335,7872381000
TX,00400300,Central Texas College District,Texas,4544176,12611938,22185000,39341114,0
FL,00150900,Nova Southeastern University,Florida,7157194,11510184,20494000,39161378,0
PA,00332200,Kutztown University Of Pennsylvania,Pennsylvania,7424966,11533902,20190000,39148868,0
PR,00722800,University Of Puerto Rico - Arecibo,Puerto Rico,7684735,11195711,19382000,38262446,0
PR,00502600,Inter American University Of Puerto Rico - Arecibo Campus,Puerto Rico,7100104,11633980,20153000,38887084,0
LA,00200800,Louisiana Tech University,Louisiana,7094887,11558542,20121000,38774429,0
OH,01088100,Stark State College,Ohio,5036299,12228524,21385000,38649823,0
